title,author_info,rating,pros,cons,helpful
A beginner friendly studio,"Dec 25, 2015 - Anonymous Employee in Singapore",2,Excellent learning opportunities Work is demanding in terms of time commitment but less so in brain power Great for portfolio,"Work is demanding in terms of time commitment but less so in brain power Perceived ""French wall"" to career progression - you're with the in group or French to proceed Very slow career progression Sub par salary and benefits Waaay too much bureaucracy Schizophrenic review system - Encourages employees who are politically skilled but not necessarily strong in their core skills.",8 people found this review helpful
Enviornment,"Dec 29, 2015 -",3,Very friendly environment in company which allows you to learn with ease,Low salary compared to other ubisoft studios and IT industries,3 people found this review helpful
Great company and atmosphere,"Dec 11, 2015 -",4,"Great team, nice atmosphere, professional leads and management.","Salaries, recruitment process which allowed colleagues who did not have what it takes for the job to get hired.",1 person found this review helpful
It was a good time,"Dec 6, 2015 - Gameplay Programmer in Montreal, QC",5,"It was a great work environment and the people were absolutely great there, lots of work got done and everyone works hard","The only problem I had with this place was that there is no bathroom in the building, if you had to go you had to leave and go to the McDonald's across the streets bathroom",Be the first to find this review helpful
"Fun place, but swim carefully","Dec 7, 2015 - Anonymous Employee",2,"- Fun and vibrant environment - Experienced staff, you would be able to learn a lot from working with them - Pleasant and friendly colleagues who are willing to teach you - Accessible office, it's only a short 5mins walk from the Train station","- Office politics. Think Gun N Roses ""Welcome to the Jungle"" type of office politics. - No seriously, the song ""Welcome to the Jungle"" Describes the political situation in the office right down to a T.",3 people found this review helpful
Fun,"Dec 9, 2015 - QC Tester in Bucharest, Bucuresti",3,It was a cool period. Fun people. Nice environment,Submissions. And the period between projects. The work isn't balanced all over the year.,Be the first to find this review helpful
There is hope,"Nov 17, 2015 - Anonymous Employee",4,"Good projects, Good sallary, All Good","Too far, too few, too little",Be the first to find this review helpful
Best company,"Nov 15, 2015 - Tester",5,"Because i want to work what i love. With same taste persons . With good salary and modern,strong company like ubisoft",It will be hard because still there no Certificate and i must complete my study in case if they throw me out .,Be the first to find this review helpful
Great team,"Nov 13, 2015 - Anonymous Employee",4,Awesome environment in the blue testing team. Good overtime pay. Good working conditions. The cafeteria is cheap and the food is good. Meal tickets. Decent benefits,Large corporate company with little flexibility. You are just a tiny cog in the machine.,Be the first to find this review helpful
3D character artist,"Nov 12, 2015 - 3D Character Artist in Shanghai, Shanghai",5,"good work place , joyful company culture ,Mutual respect team work",a little bit lower compensation compare other AAA game company,Be the first to find this review helpful
Human Resources,"Nov 6, 2015 - in Toronto, ON",5,- great people - no two days are the same - so much challenge and opportunity to create programs to make this studio an even better place to work - culture is like no other place I've ever worked - very people focused company,- workload can be a bit heavy at times but typical for a growing company,1 person found this review helpful
Good place to work,"Nov 9, 2015 -",4,Good place to work in Mtl,Non that I can think of,Be the first to find this review helpful
"Great company, cares about game(r)s","Nov 3, 2015 - Anonymous Employee",4,"Really cares about game quality High quality IP's (Far Cry, Assassin's Creed etc...) Not afraid to take calculated risks and invest in creativity A lot of international / relocation options Yves Guillemot a great CEO and a quality human being","Work life balance is still not where it should be at the end of projects. The top tier of the company is a small clique of friends/relatives from 30 years ago, some of them have not scaled alongside the company and don't quite have the professional ethics. As such, they tend to let things un-managed instead of making bold moves. This sometimes leads to situations getting worse overtime, and impacting many quality employees.",Be the first to find this review helpful
